Date,Open,High,Low,Close,Adj Close,Volume,Fisher_Transform,Trigger
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,79.679443359375,216229200,4.627774334851493,3.15394253143927
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,79.5639877319336,126743200,5.320938891026875,3.15394253143927
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,76.03622436523438,199588400,-0.4868856315605572,3.15394253143927
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.82740783691406,173788400,-0.4868856315605572,0.7171694173117267
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,78.33074951171875,136616400,0.9427620253742283,0.7171694173117267
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.96946716308594,118826800,1.695631858121509,0.7171694173117267
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.89318084716797,105425600,1.695631858121509,1.7710470013076092
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.80721282958984,117684000,1.5723484719735887,1.7710470013076092
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,79.18151092529297,109348800,2.0451606738277297,1.7710470013076092
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.70379638671875,94323200,2.2969427758810665,3.1569041523483943
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,80.57282257080078,113730400,2.2969427758810665,3.1569041523483943
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.99906158447266,94747600,4.87682690528305,3.1569041523483943
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,80.01876831054688,80113600,4.914765823551886,3.7385436662955733
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,78.5535659790039,152531200,3.4081311429533194,3.7385436662955733
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.69124603271484,93984000,2.892734032381515,3.7385436662955733
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.87370300292969,100566000,3.1259122663838097,1.8516948145861927
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,77.08838653564453,129554000,1.2145860886873843,1.8516948145861927
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,73.42666625976562,222195200,1.2145860886873843,1.8516948145861927
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.9395523071289,230673600,0.008168499935262788,-1.2996912256954565
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,72.0649185180664,198054800,0.6521270484357417,-1.2996912256954565
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,67.35415649414062,320605600,-4.559369225457374,-1.2996912256954565
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,67.31475067138672,426510000,-4.559369225457374,0.4060696221715527
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,73.58180236816406,341397200,3.7361573208669387,0.4060696221715527
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,71.2448959350586,319475600,2.041420771105093,0.4060696221715527
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,74.549560546875,219178400,2.041420771105093,1.414084277500964
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,72.13139343261719,187572800,1.3781386789567789,1.414084277500964
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,71.17349243164062,226176800,0.82269338244102,1.414084277500964
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,65.5442123413086,286744800,0.3566644308531498,1.0441809297201765
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,70.26483154296875,285290000,0.3566644308531498,1.0441809297201765
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.8244857788086,255598800,2.4192139274542304,1.0441809297201765
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,61.126502990722656,418474000,-0.6091940934448674,-0.3626569005844469
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,68.44996643066406,370732000,-0.23938830415423662,-0.3626569005844469
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.64408493041992,322423600,-0.23938830415423662,-0.3626569005844469
2020-03-17,61.87749862670898,64.40249633789062,59.59999847412109,63.21500015258789,62.26663589477539,324056000,-2.2301301293939444,-3.474636365980189
2020-03-18,59.942501068115234,62.5,59.27999877929688,61.66749954223633,60.74235916137695,300233600,-3.2749822728370246,-3.474636365980189
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,60.27695083618164,271857200,-4.918796695709599,-3.474636365980189
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,56.450233459472656,401693200,-4.549952024648624,-2.5890283919633412
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.09249877929688,55.25099563598633,336752800,-4.549952024648624,-2.5890283919633412
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.79407501220703,287531200,1.3328188734072242,-2.5890283919633412
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,60.45917510986328,303602000,1.159273418437307,1.2936557031454545
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.640724182128906,252087200,1.159273418437307,1.2936557031454545
2020-03-27,63.1875,63.96749877929688,61.76250076293945,61.935001373291016,61.00584411621094,204216800,1.5624202725617495,1.2936557031454545
2020-03-30,62.685001373291016,63.880001068115234,62.34999847412109,63.70249938964844,62.746829986572266,167976400,2.907733756074976,2.975653018647867
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.618778228759766,197002000,4.101940171371865,2.975653018647867
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,59.32395935058594,176218400,1.917285128496762,2.975653018647867
2020-04-02,60.084999084472656,61.28749847412109,59.22499847412109,61.23249816894531,60.31387710571289,165934000,-2.5401961259313572,-1.7965021953350002
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,59.44708251953125,129880000,-2.5401961259313572,-1.7965021953350002
2020-04-06,62.72499847412109,65.77749633789062,62.345001220703125,65.61750030517578,64.63310241699219,201820400,-0.30911433414228606,-1.7965021953350002
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.88449096679688,202887200,-0.5816154957610231,-0.11762636601533792
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,65.51959991455078,168895200,-0.2654443544712419,-0.11762636601533792
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.99237823486328,161834800,0.4941807521862513,-0.11762636601533792
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,67.28768157958984,131022800,1.1686223163325047,2.6447431537949715
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,70.6859130859375,194994800,1.1686223163325047,2.6447431537949715
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,70.04073333740234,131154400,5.596984828719905,2.6447431537949715
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,70.59725189208984,157125200,5.596984828719905,3.1328263861489085
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,69.63935089111328,215250000,2.621791883856703,3.1328263861489085
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,68.19386291503906,130015200,1.1797024458701184,3.1328263861489085
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,66.08598327636719,180991600,1.1797024458701184,-0.10824686818430085
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.98948669433594,116862400,-0.6295990598963884,-0.10824686818430085
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.72599029541016,124814400,-0.8748439905266325,-0.10824686818430085
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,69.68121337890625,126161200,0.8072534897537775,1.7590531698136311
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.73046112060547,117087600,2.8034684998114425,1.7590531698136311
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,68.60017395019531,112004800,1.6664375198756733,1.7590531698136311
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.85336303710938,137280800,1.6664375198756733,-1.6833463111472506
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,72.34809875488281,183064000,-2.502238040902226,-1.6833463111472506
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,71.18334197998047,240616800,-4.2142384124152,-1.6833463111472506
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,72.19051361083984,133568000,-4.355382807741044,-2.334687879065792
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,73.27399444580078,147751200,-1.9661661958057035,-2.334687879065792
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,74.02997589111328,142333600,-0.6825146336506275,-2.334687879065792
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.7957992553711,115215200,0.24245431611859677,1.330805195827647
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,76.57608795166016,133838400,1.874980635682172,1.330805195827647
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.78103637695312,145946400,1.874980635682172,1.330805195827647
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.89213562011719,162301200,-1.4645278730370446,-2.066025314235499
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.96372985839844,200622400,-1.4645278730370446,-2.066025314235499
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,76.43040466308594,158929200,-3.269020196632409,-2.066025314235499
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.9785385131836,166348400,-6.8920478566955845,-3.7260173276741413
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.76868438720703,135178400,-4.719913219892756,-3.7260173276741413
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,77.31930541992188,101729600,0.4339090935659153,-3.7260173276741413
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,78.82301330566406,111504800,0.4339090935659153,2.662839010498432
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,78.23534393310547,102688800,2.7042045432443347,2.662839010498432
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,78.73906707763672,81803200,4.8504033946850456,2.662839010498432
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,78.20572662353516,125522000,4.8504033946850456,-1.3774080141939304
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,78.54647064208984,112945200,-4.544888661212813,-1.3774080141939304
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,78.58103942871094,133560800,-4.437738776054024,-1.3774080141939304
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,78.50450134277344,153532400,-4.5818052502503335,-2.8255289433430004
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,79.4699478149414,80791200,-3.0503146022880987,-2.8255289433430004
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,79.83782958984375,87642800,-0.8444669774905691,-2.8255289433430004
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,80.27733612060547,104491200,0.06320658634950599,-0.1270498101390797
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,79.58598327636719,87560400,-0.22217800838337254,-0.1270498101390797
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,81.8526840209961,137250400,-0.22217800838337254,-0.1270498101390797
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,82.33663177490234,95654400,-0.22217800838337254,0.15768741258857202
2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,84.9366455078125,147712400,0.3476201230745443,0.15768741258857202
2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,87.12186431884766,166651600,0.3476201230745443,0.15768741258857202
2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.9391098022461,201662400,-3.8753575869274997,-2.5931453152329613
2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,83.65515899658203,200146000,-2.9043648334903027,-2.5931453152329613
2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,84.68973541259766,138808800,-0.9997135252810819,-2.5931453152329613
2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,86.9342041015625,165428800,3.165632520637265,4.8380188776850845
2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,86.81321716308594,114406400,5.873084748666563,4.8380188776850845
2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,86.84780883789062,96820400,5.475339363751425,4.8380188776850845
2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,86.35147857666016,264476000,5.475339363751425,2.062100788452835
2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,88.61076354980469,135445200,0.35548150080354013,2.062100788452835
2020-06-23,91.0,93.09500122070312,90.56749725341795,91.63249969482422,90.5021514892578,212155600,0.35548150080354013,2.062100788452835
2020-06-24,91.25,92.19750213623048,89.62999725341797,90.01499938964844,88.90460205078125,192623200,0.9376864354539449,1.5318057580246018
2020-06-25,90.1750030517578,91.25,89.39250183105469,91.20999908447266,90.08485412597656,137522400,2.6601312919879514,1.5318057580246018
2020-06-26,91.10250091552734,91.33000183105467,88.25499725341797,88.40750122070312,87.31692504882812,205256800,0.9975995466319096,1.5318057580246018
2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,89.32929992675781,130646000,-0.2619391568149294,2.2610169898868033
2020-06-30,90.0199966430664,91.49500274658205,90.0,91.1999969482422,90.07496643066406,140223200,3.0969900839920306,2.2610169898868033
2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,89.90460205078125,110737200,3.948000042483309,2.2610169898868033
2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,89.90460205078125,114041600,3.948000042483309,0.5052489349046353
2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,92.3095703125,118655600,-1.119812479063027,0.5052489349046353
2020-07-07,93.85250091552734,94.65499877929688,93.05750274658205,93.17250061035156,92.02313995361328,112424400,-1.312440758706376,0.5052489349046353
2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,94.1663818359375,117092000,-0.1585868573000827,1.059880672925147
2020-07-09,96.2624969482422,96.31749725341795,94.67250061035156,95.75250244140624,94.5713348388672,125642800,1.4675167521310453,1.059880672925147
2020-07-10,95.33499908447266,95.9800033569336,94.70500183105467,95.91999816894533,94.73675537109376,90257200,1.8707121239444784,1.059880672925147
2020-07-13,97.26499938964844,99.95500183105467,95.25749969482422,95.47750091552734,94.29971313476562,191649200,1.680230757461611,2.482782310308481
2020-07-14,94.83999633789062,97.25499725341795,93.87750244140624,97.05750274658205,95.8602294921875,170989200,2.8840580867319163,2.482782310308481
2020-07-15,98.98999786376952,99.24749755859376,96.48999786376952,97.7249984741211,96.5194854736328,153198000,2.8840580867319163,2.482782310308481
2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,95.33182525634766,110577600,1.511708226264103,1.4102526331213756
2020-07-17,96.9875030517578,97.14749908447266,95.83999633789062,96.32749938964844,95.13922119140624,92186800,1.3595248365500119,1.4102526331213756
2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894533,97.1441879272461,90318000,1.3595248365500119,1.4102526331213756
2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,95.8034439086914,103433200,2.3450933780198793,1.0849202966203402
2020-07-22,96.69249725341795,97.9749984741211,96.60250091552734,97.27249908447266,96.07256317138672,89001600,2.629446631409517,1.0849202966203402
2020-07-23,96.99749755859376,97.07749938964844,92.01000213623048,92.84500122070312,91.69969177246094,197004400,-1.7197791195683758,1.0849202966203402
2020-07-24,90.9875030517578,92.97000122070312,89.1449966430664,92.61499786376952,91.47251892089844,185438800,-1.7197791195683758,-1.7467922464871615
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859376,93.64044952392578,121214000,-0.9601227892166957,-1.7467922464871615
2020-07-28,94.36750030517578,94.5500030517578,93.24749755859376,93.25250244140624,92.10216522216795,103625600,-2.560474830676413,-1.7467922464871615
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,93.86760711669922,90329200,-2.560474830676413,-3.460007270493407
2020-07-30,94.1875,96.29750061035156,93.76750183105467,96.19000244140624,95.00343322753906,158130000,-5.469013982406399,-3.460007270493407
2020-07-31,102.88500213623048,106.41500091552734,100.8249969482422,106.26000213623048,104.94920349121094,374336800,-2.3505329983974086,-3.460007270493407
2020-08-03,108.1999969482422,111.6374969482422,107.89250183105467,108.9375,107.59367370605467,308151200,1.4132703348622568,2.094721427212146
2020-08-04,109.13249969482422,110.79000091552734,108.3874969482422,109.66500091552734,108.31220245361328,173071600,2.268056342736654,2.094721427212146
2020-08-05,109.37750244140624,110.39250183105467,108.89749908447266,110.0625,108.70479583740234,121776800,2.6028376040375267,2.094721427212146
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,112.49742126464844,202428800,2.6028376040375267,3.522547856423968
2020-08-07,113.20500183105467,113.6750030517578,110.2925033569336,111.1125030517578,109.9397201538086,198045600,3.5021413610389454,3.522547856423968
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,111.53768157958984,212403600,4.462664604195433,3.522547856423968
2020-08-11,111.97000122070312,112.48249816894533,109.10749816894533,109.375,108.22054290771484,187902400,4.462664604195433,0.17891682334441983
2020-08-12,110.49749755859376,113.2750015258789,110.29750061035156,113.01000213623048,111.8171844482422,165598000,-2.278977536704128,0.17891682334441983
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376952,115.01000213623048,113.79607391357422,210082000,-1.6469365974580459,0.17891682334441983
2020-08-14,114.83000183105467,115.0,113.04499816894533,114.90750122070312,113.69466400146484,165565200,-1.0441445955396318,-1.0604114981635455
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894533,113.39781188964844,119561600,-1.1603569251002197,-1.0604114981635455
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,114.34274291992188,105633600,-0.9767329738507848,-1.0604114981635455
2020-08-19,115.98249816894533,117.1624984741211,115.61000061035156,115.7074966430664,114.48619842529295,145538000,-0.666382311508882,-0.17861211140440333
2020-08-20,115.75,118.39250183105467,115.73249816894533,118.2750015258789,117.026611328125,126907200,0.06527298864783598,-0.17861211140440333
2020-08-21,119.2624969482422,124.86750030517578,119.25,124.37000274658205,123.05728149414062,338054800,0.06527298864783598,-0.17861211140440333
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894533,124.52906799316406,345937600,-1.0280681790794468,-1.1914608964568185
2020-08-25,124.69750213623048,125.18000030517578,123.05249786376952,124.8249969482422,123.50747680664062,211495600,-1.3774957156219825,-1.1914608964568185
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,125.1870574951172,163022400,-1.1688187946690263,-1.1914608964568185
2020-08-27,127.14250183105467,127.48500061035156,123.8324966430664,125.01000213623048,123.6905288696289,155552400,-1.1030148339294588,-1.0593434626242726
2020-08-28,126.0124969482422,126.44249725341795,124.57749938964844,124.80750274658205,123.49016571044922,187630000,-1.6674319706767076,-1.0593434626242726
2020-08-31,127.58000183105467,131.0,126.0,129.0399932861328,127.67798614501952,225702700,-0.4075835832666513,-1.0593434626242726
2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,132.7637176513672,151948100,-0.4075835832666513,1.638575338389457
2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,130.01307678222656,200119000,2.6616547992175112,1.638575338389457
2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341795,119.60411834716795,257599600,2.6616547992175112,1.638575338389457
2020-09-04,120.06999969482422,123.6999969482422,110.88999938964844,120.95999908447266,119.68326568603516,332607200,2.6616547992175112,-0.08428996360175593
2020-09-08,113.9499969482422,118.98999786376952,112.68000030517578,112.81999969482422,111.6291961669922,231366600,-2.3770603825089034,-0.08428996360175593
2020-09-09,117.26000213623048,119.13999938964844,115.26000213623048,117.31999969482422,116.0816879272461,176940500,-0.5374643075138756,-0.08428996360175593
2020-09-10,120.36000061035156,120.5,112.5,113.48999786376952,112.29212188720705,182274400,-0.21242634157478324,-1.5190515800215332
2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,110.8178482055664,180860300,-2.5494425416667985,-1.5190515800215332
2020-09-14,114.72000122070312,115.93000030517578,112.8000030517578,115.36000061035156,114.1423797607422,140150100,-1.7952858568230174,-1.5190515800215332
2020-09-15,118.33000183105467,118.83000183105467,113.61000061035156,115.54000091552734,114.32048034667967,184642000,-0.15077151218836,-1.1418405456492986
2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341795,110.94647216796876,154679000,-1.6373750623797678,-1.1418405456492986
2020-09-17,109.72000122070312,112.1999969482422,108.70999908447266,110.33999633789062,109.17536163330078,178011000,-1.6373750623797678,-1.1418405456492986
2020-09-18,110.4000015258789,110.87999725341795,106.08999633789062,106.83999633789062,105.7123031616211,287104900,-1.6373750623797678,-1.043556205797995
2020-09-21,104.54000091552734,110.19000244140624,103.0999984741211,110.08000183105467,108.9181137084961,195713800,-1.1402795197447628,-1.043556205797995
2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859376,110.6298370361328,183055400,-0.3530140352694538,-1.043556205797995
2020-09-23,111.62000274658205,112.11000061035156,106.7699966430664,107.12000274658205,105.98936462402344,150718700,-3.2179894055587126,-3.210036898056053
2020-09-24,105.16999816894533,110.25,105.0,108.22000122070312,107.07774353027344,167743300,-5.139859201644928,-3.210036898056053
2020-09-25,108.43000030517578,112.44000244140624,107.66999816894533,112.27999877929688,111.09487915039062,149981400,-1.272262086964518,-3.210036898056053
2020-09-28,115.01000213623048,115.31999969482422,112.77999877929688,114.95999908447266,113.74658966064452,137672400,2.6893332015923583,3.360129524133415
2020-09-29,114.5500030517578,115.30999755859376,113.56999969482422,114.08999633789062,112.8857879638672,99382200,3.6955276854039436,3.360129524133415
2020-09-30,113.79000091552734,117.26000213623048,113.62000274658205,115.80999755859376,114.58763122558594,142675200,3.6955276854039436,3.360129524133415
2020-10-01,117.63999938964844,117.72000122070312,115.83000183105467,116.79000091552734,115.55728149414062,116120400,-1.4047742346788707,-1.4830692859193657
2020-10-02,112.88999938964844,115.37000274658205,112.22000122070312,113.0199966430664,111.82707977294922,144712000,-1.4047742346788707,-1.4830692859193657
2020-10-05,113.91000366210938,116.6500015258789,113.5500030517578,116.5,115.27033233642578,106243800,-1.6396593884003559,-1.4830692859193657
2020-10-06,115.6999969482422,116.12000274658205,112.25,113.16000366210938,111.9655990600586,161498200,-5.20537107021801,-4.728628348197565
2020-10-07,114.62000274658205,115.5500030517578,114.12999725341795,115.08000183105467,113.8653335571289,96849000,-5.894995470731917,-4.728628348197565
2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,113.75648498535156,83477200,-3.085518503642766,-4.728628348197565
2020-10-09,115.27999877929688,117.0,114.91999816894533,116.97000122070312,115.73538208007812,100506900,-2.207873570924074,-0.8749365766816787
2020-10-12,120.05999755859376,125.18000030517578,119.27999877929688,124.4000015258789,123.0869598388672,240226800,-2.207873570924074,-0.8749365766816787
2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,119.82178497314452,262330500,1.7909374118031118,-0.8749365766816787
2020-10-14,121.0,123.02999877929688,119.62000274658205,121.19000244140624,119.91085052490234,150712000,1.7909374118031118,3.2683137489690837
2020-10-15,118.72000122070312,121.1999969482422,118.1500015258789,120.70999908447266,119.43590545654295,112559200,4.938301952590551,3.2683137489690837
2020-10-16,121.27999877929688,121.5500030517578,118.80999755859376,119.0199966430664,117.76374053955078,115393800,3.075701882513589,3.2683137489690837
2020-10-19,119.95999908447266,120.41999816894533,115.66000366210938,115.9800033569336,114.75582885742188,120639300,-1.1059015803026977,-1.4915602705076623
2020-10-20,116.1999969482422,118.9800033569336,115.62999725341795,117.51000213623048,116.26969146728516,124423700,-2.111146676778493,-1.4915602705076623
2020-10-21,116.66999816894533,118.70999908447266,116.4499969482422,116.87000274658205,115.6364517211914,89946000,-1.257632554441796,-1.4915602705076623
2020-10-22,117.4499969482422,118.04000091552734,114.58999633789062,115.75,114.52825927734376,101988000,-2.895209472262717,-6.209993800514229
2020-10-23,116.38999938964844,116.5500030517578,114.27999877929688,115.04000091552734,113.82576751708984,82572600,-2.895209472262717,-6.209993800514229
